fips,stock_jan1,entries,exits,year,entry_rate,exit_rate,definition
22045,95,9,5,2012,0.09473684210526316,0.05263157894736842,E1 store
22047,37,3,0,2012,0.08108108108108109,0.0,E1 store
22049,14,3,1,2012,0.21428571428571427,0.07142857142857142,E1 store
22051,379,54,25,2012,0.1424802110817942,0.06596306068601583,E1 store
22053,35,2,4,2012,0.05714285714285714,0.11428571428571428,E1 store
22055,207,35,9,2012,0.16908212560386474,0.043478260869565216,E1 store
22057,81,3,5,2012,0.037037037037037035,0.06172839506172839,E1 store
22059,17,3,2,2012,0.17647058823529413,0.11764705882352941,E1 store
22061,29,3,2,2012,0.10344827586206896,0.06896551724137931,E1 store
22063,104,24,7,2012,0.23076923076923078,0.0673076923076923,E1 store
22065,13,2,0,2012,0.15384615384615385,0.0,E1 store
22067,28,7,3,2012,0.25,0.10714285714285714,E1 store
22069,37,3,3,2012,0.08108108108108109,0.08108108108108109,E1 store
22071,360,37,35,2012,0.10277777777777777,0.09722222222222222,E1 store
22073,141,16,6,2012,0.11347517730496454,0.0425531914893617,E1 store
22075,20,4,0,2012,0.2,0.0,E1 store
22077,29,2,1,2012,0.06896551724137931,0.034482758620689655,E1 store
22079,161,13,14,2012,0.08074534161490683,0.08695652173913043,E1 store
22081,12,1,2,2012,0.08333333333333333,0.16666666666666666,E1 store
22083,20,2,2,2012,0.1,0.1,E1 store
22085,21,2,3,2012,0.09523809523809523,0.14285714285714285,E1 store
22087,44,5,1,2012,0.11363636363636363,0.022727272727272728,E1 store
22089,38,4,1,2012,0.10526315789473684,0.02631578947368421,E1 store
22091,13,3,1,2012,0.23076923076923078,0.07692307692307693,E1 store
22093,16,2,0,2012,0.125,0.0,E1 store
22095,40,5,2,2012,0.125,0.05,E1 store
22097,133,9,9,2012,0.06766917293233082,0.06766917293233082,E1 store
22099,62,7,6,2012,0.11290322580645161,0.0967741935483871,E1 store
22101,68,5,1,2012,0.07352941176470588,0.014705882352941176,E1 store
22103,146,42,6,2012,0.2876712328767123,0.0410958904109589,E1 store
22105,145,19,9,2012,0.1310344827586207,0.06206896551724138,E1 store
22107,9,2,1,2012,0.2222222222222222,0.1111111111111111,E1 store
22109,114,5,3,2012,0.043859649122807015,0.02631578947368421,E1 store
22111,21,1,0,2012,0.047619047619047616,0.0,E1 store
22113,62,3,2,2012,0.04838709677419355,0.03225806451612903,E1 store
22115,34,1,2,2012,0.029411764705882353,0.058823529411764705,E1 store
22117,65,6,2,2012,0.09230769230769231,0.03076923076923077,E1 store
22119,56,4,7,2012,0.07142857142857142,0.125,E1 store
22121,30,2,2,2012,0.06666666666666667,0.06666666666666667,E1 store
22123,19,2,3,2012,0.10526315789473684,0.15789473684210525,E1 store
22125,7,1,0,2012,0.14285714285714285,0.0,E1 store
22127,15,3,2,2012,0.2,0.13333333333333333,E1 store
23001,134,18,11,2012,0.13432835820895522,0.08208955223880597,E1 store
23003,105,11,8,2012,0.10476190476190476,0.0761904761904762,E1 store
23005,271,26,18,2012,0.0959409594095941,0.06642066420664207,E1 store
23007,45,1,1,2012,0.022222222222222223,0.022222222222222223,E1 store
23009,49,3,2,2012,0.061224489795918366,0.04081632653061224,E1 store
23011,145,18,9,2012,0.12413793103448276,0.06206896551724138,E1 store
23013,48,8,3,2012,0.16666666666666666,0.0625,E1 store
23015,31,2,1,2012,0.06451612903225806,0.03225806451612903,E1 store
23017,71,11,5,2012,0.15492957746478872,0.07042253521126761,E1 store
23019,174,11,10,2012,0.06321839080459771,0.05747126436781609,E1 store
23021,32,0,1,2012,0.0,0.03125,E1 store
23023,27,3,2,2012,0.1111111111111111,0.07407407407407407,E1 store
23025,63,7,5,2012,0.1111111111111111,0.07936507936507936,E1 store
23027,38,4,0,2012,0.10526315789473684,0.0,E1 store
23029,54,3,2,2012,0.05555555555555555,0.037037037037037035,E1 store
23031,150,17,7,2012,0.11333333333333333,0.04666666666666667,E1 store
24001,57,6,5,2012,0.10526315789473684,0.08771929824561403,E1 store
24003,225,37,13,2012,0.16444444444444445,0.057777777777777775,E1 store
24005,462,75,28,2012,0.16233766233766234,0.06060606060606061,E1 store
24009,35,4,2,2012,0.11428571428571428,0.05714285714285714,E1 store
24011,26,9,2,2012,0.34615384615384615,0.07692307692307693,E1 store
24013,64,4,3,2012,0.0625,0.046875,E1 store
24015,71,11,6,2012,0.15492957746478872,0.08450704225352113,E1 store
24017,64,10,2,2012,0.15625,0.03125,E1 store
24019,33,7,1,2012,0.21212121212121213,0.030303030303030304,E1 store
24021,100,12,5,2012,0.12,0.05,E1 store
24023,30,2,3,2012,0.06666666666666667,0.1,E1 store
24025,132,11,4,2012,0.08333333333333333,0.030303030303030304,E1 store
24027,84,8,2,2012,0.09523809523809523,0.023809523809523808,E1 store
24029,20,3,0,2012,0.15,0.0,E1 store
24031,294,37,12,2012,0.12585034013605442,0.04081632653061224,E1 store
24033,431,63,25,2012,0.14617169373549885,0.058004640371229696,E1 store
24035,27,4,1,2012,0.14814814814814814,0.037037037037037035,E1 store
24037,48,2,1,2012,0.041666666666666664,0.020833333333333332,E1 store
24039,22,4,1,2012,0.18181818181818182,0.045454545454545456,E1 store
24041,28,1,0,2012,0.03571428571428571,0.0,E1 store
24043,92,18,1,2012,0.1956521739130435,0.010869565217391304,E1 store
24045,82,17,4,2012,0.2073170731707317,0.04878048780487805,E1 store
24047,52,4,0,2012,0.07692307692307693,0.0,E1 store
24510,941,131,92,2012,0.1392136025504782,0.09776833156216791,E1 store
25001,163,16,6,2012,0.09815950920245399,0.03680981595092025,E1 store
25003,89,6,1,2012,0.06741573033707865,0.011235955056179775,E1 store
25005,462,55,26,2012,0.11904761904761904,0.05627705627705628,E1 store
25007,8,1,0,2012,0.125,0.0,E1 store
25009,524,82,41,2012,0.15648854961832062,0.07824427480916031,E1 store
25011,51,5,5,2012,0.09803921568627451,0.09803921568627451,E1 store
25013,483,72,46,2012,0.14906832298136646,0.09523809523809523,E1 store
25015,90,9,2,2012,0.1,0.022222222222222223,E1 store
25017,803,108,50,2012,0.13449564134495642,0.062266500622665005,E1 store
25019,3,0,0,2012,0.0,0.0,E1 store
25021,295,49,11,2012,0.16610169491525423,0.03728813559322034,E1 store
25023,291,45,15,2012,0.15463917525773196,0.05154639175257732,E1 store
25025,692,94,64,2012,0.13583815028901733,0.09248554913294797,E1 store
25027,569,55,21,2012,0.09666080843585237,0.03690685413005272,E1 store
26001,14,1,0,2012,0.07142857142857142,0.0,E1 store
26003,10,0,1,2012,0.0,0.1,E1 store
26005,64,6,4,2012,0.09375,0.0625,E1 store
26007,31,1,2,2012,0.03225806451612903,0.06451612903225806,E1 store
26009,14,1,1,2012,0.07142857142857142,0.07142857142857142,E1 store
26011,24,3,2,2012,0.125,0.08333333333333333,E1 store
26013,8,0,1,2012,0.0,0.125,E1 store
26015,41,1,0,2012,0.024390243902439025,0.0,E1 store
26017,106,8,3,2012,0.07547169811320754,0.02830188679245283,E1 store
26019,16,1,0,2012,0.0625,0.0,E1 store
26021,139,18,8,2012,0.12949640287769784,0.05755395683453238,E1 store
26023,40,3,0,2012,0.075,0.0,E1 store
26025,162,5,3,2012,0.030864197530864196,0.018518518518518517,E1 store
26027,39,1,2,2012,0.02564102564102564,0.05128205128205128,E1 store
26029,22,2,1,2012,0.09090909090909091,0.045454545454545456,E1 store
26031,27,1,2,2012,0.037037037037037035,0.07407407407407407,E1 store
26033,32,2,0,2012,0.0625,0.0,E1 store
26035,43,3,3,2012,0.06976744186046512,0.06976744186046512,E1 store
26037,29,10,0,2012,0.3448275862068966,0.0,E1 store
26039,18,2,1,2012,0.1111111111111111,0.05555555555555555,E1 store
26041,37,0,1,2012,0.0,0.02702702702702703,E1 store
26043,18,0,1,2012,0.0,0.05555555555555555,E1 store
26045,70,13,4,2012,0.18571428571428572,0.05714285714285714,E1 store
26047,38,3,0,2012,0.07894736842105263,0.0,E1 store
26049,461,39,22,2012,0.08459869848156182,0.04772234273318872,E1 store
26051,30,4,1,2012,0.13333333333333333,0.03333333333333333,E1 store
26053,14,1,1,2012,0.07142857142857142,0.07142857142857142,E1 store
26055,69,7,3,2012,0.10144927536231885,0.043478260869565216,E1 store
26057,40,1,2,2012,0.025,0.05,E1 store
26059,42,4,1,2012,0.09523809523809523,0.023809523809523808,E1 store
26061,24,4,0,2012,0.16666666666666666,0.0,E1 store
26063,34,4,1,2012,0.11764705882352941,0.029411764705882353,E1 store
26065,225,24,13,2012,0.10666666666666667,0.057777777777777775,E1 store
26067,48,4,1,2012,0.08333333333333333,0.020833333333333332,E1 store
26069,39,4,1,2012,0.10256410256410256,0.02564102564102564,E1 store
26071,9,1,1,2012,0.1111111111111111,0.1111111111111111,E1 store
26073,48,4,0,2012,0.08333333333333333,0.0,E1 store
26075,142,8,14,2012,0.056338028169014086,0.09859154929577464,E1 store
26077,190,23,9,2012,0.12105263157894737,0.04736842105263158,E1 store
26079,17,1,1,2012,0.058823529411764705,0.058823529411764705,E1 store
26081,427,47,24,2012,0.11007025761124122,0.05620608899297424,E1 store
26083,1,0,0,2012,0.0,0.0,E1 store
26085,15,2,0,2012,0.13333333333333333,0.0,E1 store
26087,69,7,2,2012,0.10144927536231885,0.028985507246376812,E1 store
26089,12,2,0,2012,0.16666666666666666,0.0,E1 store
26091,70,6,4,2012,0.08571428571428572,0.05714285714285714,E1 store
26093,71,6,1,2012,0.08450704225352113,0.014084507042253521,E1 store
26095,8,1,0,2012,0.125,0.0,E1 store
26097,15,2,0,2012,0.13333333333333333,0.0,E1 store
26099,837,85,48,2012,0.1015531660692951,0.05734767025089606,E1 store
26101,29,2,0,2012,0.06896551724137931,0.0,E1 store
26103,39,4,0,2012,0.10256410256410256,0.0,E1 store
26105,30,2,0,2012,0.06666666666666667,0.0,E1 store
26107,41,7,3,2012,0.17073170731707318,0.07317073170731707,E1 store
26109,16,0,1,2012,0.0,0.0625,E1 store
26111,50,7,1,2012,0.14,0.02,E1 store
26113,17,1,1,2012,0.058823529411764705,0.058823529411764705,E1 store
26115,105,8,5,2012,0.0761904761904762,0.047619047619047616,E1 store
26117,76,2,4,2012,0.02631578947368421,0.05263157894736842,E1 store
26119,11,1,1,2012,0.09090909090909091,0.09090909090909091,E1 store
26121,160,5,6,2012,0.03125,0.0375,E1 store
26123,44,3,3,2012,0.06818181818181818,0.06818181818181818,E1 store
26125,915,71,30,2012,0.07759562841530054,0.03278688524590164,E1 store
26127,31,1,2,2012,0.03225806451612903,0.06451612903225806,E1 store
26129,26,3,1,2012,0.11538461538461539,0.038461538461538464,E1 store
26131,11,2,2,2012,0.18181818181818182,0.18181818181818182,E1 store
26133,28,5,1,2012,0.17857142857142858,0.03571428571428571,E1 store
26135,14,1,0,2012,0.07142857142857142,0.0,E1 store
26137,25,4,1,2012,0.16,0.04,E1 store
26139,119,7,0,2012,0.058823529411764705,0.0,E1 store
26141,14,1,1,2012,0.07142857142857142,0.07142857142857142,E1 store
26143,33,4,0,2012,0.12121212121212122,0.0,E1 store
26145,173,22,8,2012,0.12716763005780346,0.046242774566473986,E1 store
26147,169,7,5,2012,0.04142011834319527,0.029585798816568046,E1 store
26149,64,6,2,2012,0.09375,0.03125,E1 store
26151,60,3,3,2012,0.05,0.05,E1 store
26153,7,2,1,2012,0.2857142857142857,0.14285714285714285,E1 store
26155,51,6,3,2012,0.11764705882352941,0.058823529411764705,E1 store
26157,47,6,1,2012,0.1276595744680851,0.02127659574468085,E1 store
26159,73,14,2,2012,0.1917808219178082,0.0273972602739726,E1 store
26161,210,18,9,2012,0.08571428571428572,0.04285714285714286,E1 store
26163,2499,209,207,2012,0.08363345338135254,0.08283313325330131,E1 store
26165,36,1,0,2012,0.027777777777777776,0.0,E1 store
27001,17,0,1,2012,0.0,0.058823529411764705,E1 store
27003,170,19,8,2012,0.11176470588235295,0.047058823529411764,E1 store
27005,28,3,1,2012,0.10714285714285714,0.03571428571428571,E1 store
27007,40,1,2,2012,0.025,0.05,E1 store
27009,20,0,0,2012,0.0,0.0,E1 store
27011,6,0,0,2012,0.0,0.0,E1 store
27013,40,1,1,2012,0.025,0.025,E1 store
27015,16,1,0,2012,0.0625,0.0,E1 store
27017,21,3,1,2012,0.14285714285714285,0.047619047619047616,E1 store
27019,35,2,2,2012,0.05714285714285714,0.05714285714285714,E1 store
27021,24,3,1,2012,0.125,0.041666666666666664,E1 store
27023,9,1,0,2012,0.1111111111111111,0.0,E1 store
27025,16,4,0,2012,0.25,0.0,E1 store
27027,31,0,0,2012,0.0,0.0,E1 store
27029,8,0,0,2012,0.0,0.0,E1 store
27031,4,1,0,2012,0.25,0.0,E1 store
27033,8,0,1,2012,0.0,0.125,E1 store
27035,38,4,2,2012,0.10526315789473684,0.05263157894736842,E1 store
27037,199,19,8,2012,0.09547738693467336,0.04020100502512563,E1 store
27039,9,1,1,2012,0.1111111111111111,0.1111111111111111,E1 store
27041,21,2,0,2012,0.09523809523809523,0.0,E1 store
27043,16,1,1,2012,0.0625,0.0625,E1 store
27045,12,1,0,2012,0.08333333333333333,0.0,E1 store
27047,19,4,2,2012,0.21052631578947367,0.10526315789473684,E1 store
27049,32,2,0,2012,0.0625,0.0,E1 store
27051,4,1,0,2012,0.25,0.0,E1 store
27053,600,71,39,2012,0.11833333333333333,0.065,E1 store
27055,11,0,0,2012,0.0,0.0,E1 store
27057,14,6,0,2012,0.42857142857142855,0.0,E1 store
27059,14,2,0,2012,0.14285714285714285,0.0,E1 store
27061,34,1,2,2012,0.029411764705882353,0.058823529411764705,E1 store
27063,5,0,0,2012,0.0,0.0,E1 store
27065,5,1,0,2012,0.2,0.0,E1 store
27067,27,0,1,2012,0.0,0.037037037037037035,E1 store
27069,3,1,0,2012,0.3333333333333333,0.0,E1 store
27071,11,1,0,2012,0.09090909090909091,0.0,E1 store
27073,4,1,0,2012,0.25,0.0,E1 store
27075,6,0,1,2012,0.0,0.16666666666666666,E1 store
27077,3,1,0,2012,0.3333333333333333,0.0,E1 store
27079,12,2,1,2012,0.16666666666666666,0.08333333333333333,E1 store
27081,5,0,0,2012,0.0,0.0,E1 store
27083,20,0,2,2012,0.0,0.1,E1 store
27085,21,1,1,2012,0.047619047619047616,0.047619047619047616,E1 store
27087,7,0,0,2012,0.0,0.0,E1 store
27089,7,0,0,2012,0.0,0.0,E1 store
27091,14,3,1,2012,0.21428571428571427,0.07142857142857142,E1 store
27093,11,1,0,2012,0.09090909090909091,0.0,E1 store
27095,12,0,0,2012,0.0,0.0,E1 store
27097,25,3,0,2012,0.12,0.0,E1 store
27099,29,1,0,2012,0.034482758620689655,0.0,E1 store
27101,2,1,0,2012,0.5,0.0,E1 store
27103,14,2,0,2012,0.14285714285714285,0.0,E1 store
27105,22,0,1,2012,0.0,0.045454545454545456,E1 store
27107,6,1,1,2012,0.16666666666666666,0.16666666666666666,E1 store
27109,72,9,8,2012,0.125,0.1111111111111111,E1 store
27111,36,3,1,2012,0.08333333333333333,0.027777777777777776,E1 store
27113,14,0,1,2012,0.0,0.07142857142857142,E1 store
27115,18,1,0,2012,0.05555555555555555,0.0,E1 store
27117,12,0,2,2012,0.0,0.16666666666666666,E1 store
27119,17,4,1,2012,0.23529411764705882,0.058823529411764705,E1 store
27121,5,0,1,2012,0.0,0.2,E1 store
27123,357,32,27,2012,0.0896358543417367,0.07563025210084033,E1 store
27125,4,0,0,2012,0.0,0.0,E1 store
27127,9,0,0,2012,0.0,0.0,E1 store
27129,10,2,0,2012,0.2,0.0,E1 store
27131,33,4,1,2012,0.12121212121212122,0.030303030303030304,E1 store
27133,4,0,1,2012,0.0,0.25,E1 store
27135,10,1,1,2012,0.1,0.1,E1 store
27137,132,10,8,2012,0.07575757575757576,0.06060606060606061,E1 store
27139,50,1,1,2012,0.02,0.02,E1 store
27141,24,1,0,2012,0.041666666666666664,0.0,E1 store
27143,7,1,0,2012,0.14285714285714285,0.0,E1 store
27145,72,10,6,2012,0.1388888888888889,0.08333333333333333,E1 store
27147,23,2,1,2012,0.08695652173913043,0.043478260869565216,E1 store
27149,5,1,1,2012,0.2,0.2,E1 store
27151,8,0,0,2012,0.0,0.0,E1 store
27153,17,5,1,2012,0.29411764705882354,0.058823529411764705,E1 store
27155,3,0,0,2012,0.0,0.0,E1 store
27157,9,0,0,2012,0.0,0.0,E1 store
27159,8,1,0,2012,0.125,0.0,E1 store
27161,11,0,0,2012,0.0,0.0,E1 store
27163,94,4,4,2012,0.0425531914893617,0.0425531914893617,E1 store
27165,14,2,2,2012,0.14285714285714285,0.14285714285714285,E1 store
27167,2,0,0,2012,0.0,0.0,E1 store
27169,32,0,0,2012,0.0,0.0,E1 store
27171,47,6,0,2012,0.1276595744680851,0.0,E1 store
27173,7,0,0,2012,0.0,0.0,E1 store
28001,37,3,2,2012,0.08108108108108109,0.05405405405405406,E1 store
28003,29,5,4,2012,0.1724137931034483,0.13793103448275862,E1 store
28005,12,3,2,2012,0.25,0.16666666666666666,E1 store
28007,17,3,1,2012,0.17647058823529413,0.058823529411764705,E1 store
28009,7,1,1,2012,0.14285714285714285,0.14285714285714285,E1 store
28011,59,10,2,2012,0.1694915254237288,0.03389830508474576,E1 store
28013,18,1,4,2012,0.05555555555555555,0.2222222222222222,E1 store
28015,6,5,1,2012,0.8333333333333334,0.16666666666666666,E1 store
28017,15,7,2,2012,0.4666666666666667,0.13333333333333333,E1 store
28019,8,1,2,2012,0.125,0.25,E1 store
28021,14,0,1,2012,0.0,0.07142857142857142,E1 store
28023,17,4,1,2012,0.23529411764705882,0.058823529411764705,E1 store
28025,28,7,3,2012,0.25,0.10714285714285714,E1 store
28027,42,3,3,2012,0.07142857142857142,0.07142857142857142,E1 store
28029,41,6,3,2012,0.14634146341463414,0.07317073170731707,E1 store
28031,24,1,1,2012,0.041666666666666664,0.041666666666666664,E1 store
28033,134,31,13,2012,0.23134328358208955,0.09701492537313433,E1 store
28035,100,12,7,2012,0.12,0.07,E1 store
28037,12,4,3,2012,0.3333333333333333,0.25,E1 store
28039,30,3,3,2012,0.1,0.1,E1 store
28041,15,2,0,2012,0.13333333333333333,0.0,E1 store
28043,23,5,1,2012,0.21739130434782608,0.043478260869565216,E1 store
28045,36,13,2,2012,0.3611111111111111,0.05555555555555555,E1 store
28047,173,42,10,2012,0.24277456647398843,0.057803468208092484,E1 store
28049,266,51,27,2012,0.19172932330827067,0.10150375939849623,E1 store
28051,37,5,2,2012,0.13513513513513514,0.05405405405405406,E1 store
28053,26,2,4,2012,0.07692307692307693,0.15384615384615385,E1 store
28055,2,0,0,2012,0.0,0.0,E1 store
28057,13,2,2,2012,0.15384615384615385,0.15384615384615385,E1 store
28059,124,18,8,2012,0.14516129032258066,0.06451612903225806,E1 store
28061,14,4,2,2012,0.2857142857142857,0.14285714285714285,E1 store
28063,13,1,1,2012,0.07692307692307693,0.07692307692307693,E1 store
28065,14,1,2,2012,0.07142857142857142,0.14285714285714285,E1 store
28067,57,16,4,2012,0.2807017543859649,0.07017543859649122,E1 store
28069,10,0,0,2012,0.0,0.0,E1 store
28071,27,3,2,2012,0.1111111111111111,0.07407407407407407,E1 store
28073,32,2,0,2012,0.0625,0.0,E1 store
28075,94,10,3,2012,0.10638297872340426,0.031914893617021274,E1 store
28077,23,2,1,2012,0.08695652173913043,0.043478260869565216,E1 store
28079,30,4,4,2012,0.13333333333333333,0.13333333333333333,E1 store
28081,76,17,3,2012,0.2236842105263158,0.039473684210526314,E1 store
28083,46,8,3,2012,0.17391304347826086,0.06521739130434782,E1 store
28085,36,3,2,2012,0.08333333333333333,0.05555555555555555,E1 store
28087,72,24,3,2012,0.3333333333333333,0.041666666666666664,E1 store
28089,65,13,5,2012,0.2,0.07692307692307693,E1 store
28091,40,5,3,2012,0.125,0.075,E1 store
28093,44,4,5,2012,0.09090909090909091,0.11363636363636363,E1 store
28095,32,5,2,2012,0.15625,0.0625,E1 store
28097,14,3,0,2012,0.21428571428571427,0.0,E1 store
28099,24,5,2,2012,0.20833333333333334,0.08333333333333333,E1 store
28101,21,3,0,2012,0.14285714285714285,0.0,E1 store
28103,17,2,1,2012,0.11764705882352941,0.058823529411764705,E1 store
28105,28,8,2,2012,0.2857142857142857,0.07142857142857142,E1 store
28107,45,11,3,2012,0.24444444444444444,0.06666666666666667,E1 store
28109,64,10,6,2012,0.15625,0.09375,E1 store
28111,17,2,1,2012,0.11764705882352941,0.058823529411764705,E1 store
28113,62,10,5,2012,0.16129032258064516,0.08064516129032258,E1 store
28115,22,1,2,2012,0.045454545454545456,0.09090909090909091,E1 store
28117,23,2,0,2012,0.08695652173913043,0.0,E1 store
28119,11,3,2,2012,0.2727272727272727,0.18181818181818182,E1 store
28121,98,22,6,2012,0.22448979591836735,0.061224489795918366,E1 store
28123,29,2,2,2012,0.06896551724137931,0.06896551724137931,E1 store
28125,9,1,0,2012,0.1111111111111111,0.0,E1 store
28127,28,3,1,2012,0.10714285714285714,0.03571428571428571,E1 store
28129,10,0,0,2012,0.0,0.0,E1 store
28131,16,1,2,2012,0.0625,0.125,E1 store
28133,42,6,3,2012,0.14285714285714285,0.07142857142857142,E1 store
28135,16,6,1,2012,0.375,0.0625,E1 store
28137,28,2,1,2012,0.07142857142857142,0.03571428571428571,E1 store
28139,19,2,4,2012,0.10526315789473684,0.21052631578947367,E1 store
28141,21,7,0,2012,0.3333333333333333,0.0,E1 store
28143,22,4,2,2012,0.18181818181818182,0.09090909090909091,E1 store
28145,26,2,2,2012,0.07692307692307693,0.07692307692307693,E1 store
28147,13,1,1,2012,0.07692307692307693,0.07692307692307693,E1 store
28149,56,5,4,2012,0.08928571428571429,0.07142857142857142,E1 store
28151,88,7,6,2012,0.07954545454545454,0.06818181818181818,E1 store
28153,21,5,1,2012,0.23809523809523808,0.047619047619047616,E1 store
28155,12,1,1,2012,0.08333333333333333,0.08333333333333333,E1 store
28157,14,3,1,2012,0.21428571428571427,0.07142857142857142,E1 store
28159,16,5,5,2012,0.3125,0.3125,E1 store
28161,14,3,1,2012,0.21428571428571427,0.07142857142857142,E1 store
28163,38,11,6,2012,0.2894736842105263,0.15789473684210525,E1 store
29001,13,2,1,2012,0.15384615384615385,0.07692307692307693,E1 store
29003,6,1,1,2012,0.16666666666666666,0.16666666666666666,E1 store
29005,5,0,1,2012,0.0,0.2,E1 store
29007,18,2,1,2012,0.1111111111111111,0.05555555555555555,E1 store
29009,34,5,0,2012,0.14705882352941177,0.0,E1 store
29011,13,3,2,2012,0.23076923076923078,0.15384615384615385,E1 store
29013,19,0,1,2012,0.0,0.05263157894736842,E1 store
29015,17,3,2,2012,0.17647058823529413,0.11764705882352941,E1 store
29017,13,2,4,2012,0.15384615384615385,0.3076923076923077,E1 store
29019,86,21,7,2012,0.2441860465116279,0.08139534883720931,E1 store
29021,61,8,5,2012,0.13114754098360656,0.08196721311475409,E1 store
29023,56,1,9,2012,0.017857142857142856,0.16071428571428573,E1 store
29025,10,1,0,2012,0.1,0.0,E1 store
29027,25,2,0,2012,0.08,0.0,E1 store
29029,39,4,2,2012,0.10256410256410256,0.05128205128205128,E1 store
29031,36,2,2,2012,0.05555555555555555,0.05555555555555555,E1 store
29033,9,2,1,2012,0.2222222222222222,0.1111111111111111,E1 store
29035,10,1,0,2012,0.1,0.0,E1 store
29037,52,8,4,2012,0.15384615384615385,0.07692307692307693,E1 store
29039,12,4,3,2012,0.3333333333333333,0.25,E1 store
29041,7,0,0,2012,0.0,0.0,E1 store
29043,47,4,4,2012,0.0851063829787234,0.0851063829787234,E1 store
29045,9,0,0,2012,0.0,0.0,E1 store
29047,126,10,11,2012,0.07936507936507936,0.0873015873015873,E1 store
29049,12,3,3,2012,0.25,0.25,E1 store
29051,45,8,5,2012,0.17777777777777778,0.1111111111111111,E1 store
29053,9,2,2,2012,0.2222222222222222,0.2222222222222222,E1 store
29055,18,5,3,2012,0.2777777777777778,0.16666666666666666,E1 store
29057,10,2,4,2012,0.2,0.4,E1 store
29059,15,2,3,2012,0.13333333333333333,0.2,E1 store
29061,8,0,1,2012,0.0,0.125,E1 store
29063,8,0,0,2012,0.0,0.0,E1 store
29065,11,2,1,2012,0.18181818181818182,0.09090909090909091,E1 store
29067,12,1,3,2012,0.08333333333333333,0.25,E1 store
29069,39,3,2,2012,0.07692307692307693,0.05128205128205128,E1 store
29071,60,7,1,2012,0.11666666666666667,0.016666666666666666,E1 store
29073,14,3,0,2012,0.21428571428571427,0.0,E1 store
29075,11,0,1,2012,0.0,0.09090909090909091,E1 store
29077,199,14,11,2012,0.07035175879396985,0.05527638190954774,E1 store
29079,9,0,2,2012,0.0,0.2222222222222222,E1 store
29081,9,1,1,2012,0.1111111111111111,0.1111111111111111,E1 store
29083,18,4,1,2012,0.2222222222222222,0.05555555555555555,E1 store
29085,10,1,1,2012,0.1,0.1,E1 store
29087,4,0,0,2012,0.0,0.0,E1 store
29089,9,1,0,2012,0.1111111111111111,0.0,E1 store
29091,54,4,2,2012,0.07407407407407407,0.037037037037037035,E1 store
29093,13,0,0,2012,0.0,0.0,E1 store
29095,470,70,48,2012,0.14893617021276595,0.10212765957446808,E1 store
29097,109,11,8,2012,0.10091743119266056,0.07339449541284404,E1 store
29099,109,18,5,2012,0.1651376146788991,0.045871559633027525,E1 store
29101,29,4,3,2012,0.13793103448275862,0.10344827586206896,E1 store
29103,6,0,0,2012,0.0,0.0,E1 store
29105,31,4,6,2012,0.12903225806451613,0.1935483870967742,E1 store
29107,23,3,0,2012,0.13043478260869565,0.0,E1 store
29109,31,6,5,2012,0.1935483870967742,0.16129032258064516,E1 store
29111,10,0,0,2012,0.0,0.0,E1 store
29113,27,7,1,2012,0.25925925925925924,0.037037037037037035,E1 store
29115,10,3,0,2012,0.3,0.0,E1 store
29117,13,1,1,2012,0.07692307692307693,0.07692307692307693,E1 store
29119,21,2,3,2012,0.09523809523809523,0.14285714285714285,E1 store
29121,14,0,3,2012,0.0,0.21428571428571427,E1 store
29123,9,1,1,2012,0.1111111111111111,0.1111111111111111,E1 store
29125,5,1,0,2012,0.2,0.0,E1 store
29127,27,1,1,2012,0.037037037037037035,0.037037037037037035,E1 store
29129,6,0,0,2012,0.0,0.0,E1 store
29131,20,3,1,2012,0.15,0.05,E1 store
29133,18,3,1,2012,0.16666666666666666,0.05555555555555555,E1 store
29135,9,2,1,2012,0.2222222222222222,0.1111111111111111,E1 store
29137,7,0,0,2012,0.0,0.0,E1 store
29139,12,2,0,2012,0.16666666666666666,0.0,E1 store
29141,24,7,4,2012,0.2916666666666667,0.16666666666666666,E1 store
29143,19,4,1,2012,0.21052631578947367,0.05263157894736842,E1 store
29145,45,6,5,2012,0.13333333333333333,0.1111111111111111,E1 store
29147,11,1,0,2012,0.09090909090909091,0.0,E1 store
29149,13,0,1,2012,0.0,0.07692307692307693,E1 store
29151,9,1,0,2012,0.1111111111111111,0.0,E1 store
29153,14,4,2,2012,0.2857142857142857,0.14285714285714285,E1 store
29155,23,1,0,2012,0.043478260869565216,0.0,E1 store
29157,13,0,2,2012,0.0,0.15384615384615385,E1 store
29159,30,6,3,2012,0.2,0.1,E1 store
29161,35,6,5,2012,0.17142857142857143,0.14285714285714285,E1 store
29163,15,2,2,2012,0.13333333333333333,0.13333333333333333,E1 store
29165,34,4,0,2012,0.11764705882352941,0.0,E1 store
29167,22,4,4,2012,0.18181818181818182,0.18181818181818182,E1 store
29169,30,3,1,2012,0.1,0.03333333333333333,E1 store
29171,5,0,1,2012,0.0,0.2,E1 store
29173,7,0,0,2012,0.0,0.0,E1 store
29175,22,3,4,2012,0.13636363636363635,0.18181818181818182,E1 store
29177,12,0,0,2012,0.0,0.0,E1 store
29179,7,1,1,2012,0.14285714285714285,0.14285714285714285,E1 store
29181,14,2,4,2012,0.14285714285714285,0.2857142857142857,E1 store
