pov_q,counties,poverty_median,poverty_min,poverty_max,E1_exit,E2_exit,lost_2020_2025,new_2020_2025,lila_pop_share,pop
1,626.0,7.801660364775452,1.395689304595364,9.303170759829356,0.07222849704232633,0.0418215059456897,0.13541666666666666,0.1845934065934066,0.02079155384498152,81665373.0
2,625.0,10.785751183814034,9.304198916073624,12.095673786407763,0.07891652846876727,0.045110307771138995,0.14782293470818061,0.19006967307250594,0.02861617724620392,77060223.0
3,625.0,13.342494412159144,12.1,14.812450252450253,0.09122628952487792,0.050730271710634996,0.15856628974239026,0.19105810833863188,0.024977168402482007,85352109.0
4,625.0,16.492208067940552,14.81813923411772,18.778653263360187,0.08845480064237929,0.05067432659210897,0.16632407609884103,0.20454023827904938,0.039742657359585536,52876585.0
5,625.0,22.0980072026666,18.781144638970996,56.88654915155062,0.1090907789437517,0.06267240126452775,0.1973344439816743,0.22177354223873363,0.04795562237095995,34475749.0
